Ceará,1,Sport,0
Vitória,1,Paraná,0
Flamengo,0,São Paulo,1
Corinthians,2,Botafogo,0
Grêmio,2,Atlético-MG,0
Cruzeiro,3,América-MG,1
Chapecoense,1,Bahia,1
Vasco,1,Fluminense,1
Santos,1,Palmeiras,1
Atlético-PR,2,Internacional,2
