CRB,0,Avaí,4
Criciúma,0,Juventude,0
Goiás,1,Guarani,1
Figueirense,1,Fortaleza,3
Ponte Preta,1,Atlético-GO,3
Oeste,2,Vila Nova,0
Londrina,1,CSA,2
Paysandu,1,São Bento,1
Boa Esporte,1,Coritiba,1
Brasil de Pelotas,1,Sampaio Corrêa,2
