Atlético-GO,2,CSA,2
Brasil de Pelotas,2,Boa Esporte,0
Figueirense,2,Vila Nova,1
Goiás,0,Coritiba,1
Londrina,3,Oeste,0
Ponte Preta,0,Juventude,1
CRB,0,Criciúma,0
Paysandu,1,Guarani,0
São Bento,2,Sampaio Corrêa,1
Fortaleza,1,Avaí,1
