Sampaio Corrêa,2,CRB,3
Guarani,1,Criciúma,0
Coritiba,1,Brasil de Pelotas,0
Juventude,1,Paysandu,1
Atlético-GO,0,Londrina,0
São Bento,1,Oeste,0
Figueirense,0,Avaí,1
CSA,1,Boa Esporte,0
Fortaleza,3,Goiás,0
Vila Nova,0,Ponte Preta,0
