Ceará,1,Fluminense,0
Vasco,1,Corinthians,4
Palmeiras,3,Paraná,0
Cruzeiro,0,São Paulo,2
Atlético-PR,4,Vitória,0
Flamengo,4,Sport,1
Internacional,3,Botafogo,0
Chapecoense,1,Grêmio,1
Santos,0,América-MG,1
Bahia,2,Atlético-MG,2
