Sport,0,Cruzeiro,0
São Paulo,1,Bahia,0
Flamengo,2,Chapecoense,0
América-MG,0,Ceará,0
Fluminense,1,Botafogo,0
Palmeiras,1,Corinthians,0
Internacional,1,Grêmio,0
Paraná,0,Santos,2
Vitória,1,Vasco,0
Atlético-MG,3,Atlético-PR,1
