Vila Nova,0,Juventude,0
Brasil de Pelotas,0,Atlético-GO,0
CRB,0,Goiás,0
São Bento,0,Criciúma,0
Ponte Preta,0,Figueirense,0
Avaí,0,Oeste,0
Boa Esporte,0,Guarani,0
Coritiba,0,CSA,0
Fortaleza,0,Paysandu,0
Sampaio Corrêa,0,Londrina,0
