Cruzeiro,0,Paraná,0
Atlético-PR,0,Botafogo,0
Chapecoense,0,América-MG,0
Vitória,0,São Paulo,0
Vasco,0,Internacional,0
Flamengo,0,Palmeiras,0
Ceará,0,Atlético-MG,0
Santos,0,Fluminense,0
Corinthians,0,Bahia,0
Grêmio,0,Sport,0
