Atlético-PR,0,São Paulo,1
Chapecoense,2,Cruzeiro,0
Vasco,3,Sport,2
Corinthians,0,Vitória,0
Atlético-MG,5,Fluminense,2
Bahia,3,Botafogo,3
Ceará,2,Palmeiras,2
Grêmio,1,América-MG,0
Flamengo,2,Paraná,0
Santos,1,Internacional,2
