São Paulo,0,Internacional,0
Vitória,1,Chapecoense,0
Botafogo,0,Ceará,0
Sport,1,Atlético-PR,0
Corinthians,1,Santos,1
Cruzeiro,1,Vasco,1
Grêmio,0,Palmeiras,2
Paraná,1,Bahia,0
Fluminense,0,Flamengo,2
América-MG,1,Atlético-MG,3
