Figueirense,1,Brasil de Pelotas,1
Coritiba,0,Oeste,2
Atlético-GO,1,CRB,0
Ponte Preta,0,Guarani,0
São Bento,0,Avaí,1
Vila Nova,3,Goiás,0
CSA,3,Criciúma,0
Paysandu,0,Sampaio Corrêa,1
Fortaleza,2,Londrina,1
Juventude,0,Boa Esporte,0
