Ponte Preta,1,CSA,1
Avaí,3,Guarani,3
Brasil de Pelotas,1,Criciúma,0
Goiás,1,Juventude,1
Coritiba,1,Figueirense,1
São Bento,0,Londrina,1
Fortaleza,1,Oeste,2
Boa Esporte,0,Vila Nova,2
Sampaio Corrêa,2,Atlético-GO,3
CRB,1,Paysandu,1
