Coritiba,,CSA,
Brasil de Pelotas,,Atlético-GO,
CRB,,Goiás,
São Bento,,Criciúma,
Ponte Preta,,Figueirense,
Avaí,,Oeste,
Vila Nova,,Juventude,
Boa Esporte,,Guarani,
Fortaleza,,Paysandu,
Sampaio Corrêa,,Londrina,
