Cruzeiro,,Corinthians,
Paraná,,Atlético-MG,
Chapecoense,,Botafogo,
Bahia,,Ceará,
Vasco,,Atlético-PR,
Flamengo,,Santos,
São Paulo,,Grêmio,
Sport,,Vitória,
Palmeiras,,Fluminense,
Internacional,,América-MG,
