São Paulo,,Flamengo,
Fluminense,,Vasco,
Atlético-MG,,Grêmio,
Paraná,,Vitória,
América-MG,,Cruzeiro,
Botafogo,,Corinthians,
Bahia,,Chapecoense,
Palmeiras,,Santos,
Internacional,,Atlético-PR,
Sport,,Ceará,
