Bahia,1,Santos,0
Flamengo,2,América-MG,0
Paraná,0,Corinthians,4
Atlético-MG,2,Vitória,1
Chapecoense,1,Vasco,1
Fluminense,1,Cruzeiro,0
Ceará,0,São Paulo,0
Palmeiras,1,Internacional,0
Grêmio,0,Atlético-PR,0
Sport,1,Botafogo,1
