Goiás,,Sampaio Corrêa,
Brasil de Pelotas,,Vila Nova,
Atlético-GO,,Avaí,
Londrina,,Criciúma,
Ponte Preta,,Boa Esporte,
São Bento,,Coritiba,
Figueirense,,Guarani,
Fortaleza,,CSA,
CRB,,Juventude,
Paysandu,,Oeste,
