Juventude,2,Atlético-GO,2
Figueirense,1,Londrina,1
Criciúma,4,Paysandu,1
Coritiba,1,CRB,0
Boa Esporte,2,São Bento,2
CSA,1,Guarani,2
Sampaio Corrêa,1,Avaí,1
Ponte Preta,2,Goiás,1
Oeste,0,Brasil de Pelotas,0
Vila Nova,0,Fortaleza,0
