Sport,2,Internacional,1
Corinthians,0,Flamengo,3
Vitória,0,Santos,1
Atlético-PR,4,América-MG,0
Chapecoense,1,Atlético-MG,0
São Paulo,0,Palmeiras,2
Grêmio,2,Bahia,2
Fluminense,4,Paraná,0
Botafogo,1,Vasco,1
Cruzeiro,,Ceará,
