Ponte Preta,,Coritiba,
Oeste,,Goiás,
Brasil de Pelotas,,Guarani,
Figueirense,,Paysandu,
Fortaleza,,Juventude,
Vila Nova,,Criciúma,
Atlético-GO,,São Bento,
CSA,,Avaí,
Londrina,,CRB,
Sampaio Corrêa,,Boa Esporte,
