CSA,,Brasil de Pelotas,
Goiás,,Avaí,
Fortaleza,,Ponte Preta,
Londrina,,Vila Nova,
Guarani,,Oeste,
São Bento,,CRB,
Figueirense,,Criciúma,
Boa Esporte,,Atlético-GO,
Paysandu,,Coritiba,
Juventude,,Sampaio Corrêa,
