Avaí,0,Atlético-GO,0
Vila Nova,0,Brasil de Pelotas,0
Guarani,2,Figueirense,3
Criciúma,2,Londrina,1
Sampaio Corrêa,1,Goiás,3
CSA,0,Fortaleza,0
Juventude,1,CRB,0
Coritiba,2,São Bento,2
Oeste,2,Paysandu,2
Boa Esporte,2,Ponte Preta,1
