Atlético-MG,,Bahia,
Paraná,,Palmeiras,
América-MG,,Santos,
Vitória,,Atlético-PR,
Fluminense,,Ceará,
Botafogo,,Internacional,
São Paulo,,Cruzeiro,
Sport,,Flamengo,
Corinthians,,Vasco,
Grêmio,,Chapecoense,
