São Paulo,Sport,1,0,0,79.7975,20.2025,0
Santos,Atlético-MG,1,0,0,77.243,22.757,0
Corinthians,Chapecoense,0,1,0,19.5801,80.4199,0
Internacional,Fluminense,1,0,0,61.3107,38.6893,0
Atlético-MG,Botafogo,1,0,0,68.878,31.122,0
Paraná,Internacional,0,1,0,0,64.507,35.493
Chapecoense,São Paulo,1,0,0,81.7652,18.2348,0
Bahia,Cruzeiro,0,1,0,48.1529,51.8471,0
Fluminense,América-MG,1,0,0,85.6514,14.3486,0
Flamengo,Atlético-PR,1,0,0,79.7975,20.2025,0
Ceará,Vasco,1,0,0,81.7652,18.2348,0
Sport,Santos,0,1,0,19.5801,80.4199,0
Palmeiras,Vitória,1,0,0,88.5238,11.4762,0
Grêmio,Corinthians,1,0,0,84.598,15.402,0
