Cruzeiro,Ceará,0,1,0,19.5801,80.4199,0
Flamengo,Fluminense,1,0,0,79.7975,20.2025,0
Santos,Corinthians,1,0,0,81.7652,18.2348,0
Bahia,Paraná,1,0,0,79.7975,20.2025,0
Chapecoense,Vitória,1,0,0,85.6514,14.3486,0
Vasco,Cruzeiro,1,0,0,77.243,22.757,0
Palmeiras,Grêmio,1,0,0,81.7652,18.2348,0
Internacional,São Paulo,1,0,0,77.243,22.757,0
Atlético-MG,América-MG,1,0,0,83.3275,16.6725,0
Atlético-PR,Sport,1,0,0,84.598,15.402,0
Ceará,Botafogo,1,0,0,79.7975,20.2025,0
América-MG,Grêmio,0,1,0,0,59.9625,40.0375
Botafogo,Bahia,1,0,0,84.598,15.402,0
São Paulo,Atlético-PR,0,1,0,48.1529,51.8471,0
Sport,Vasco,0,1,0,48.1529,51.8471,0
Vitória,Corinthians,1,0,0,61.3107,38.6893,0
Fluminense,Atlético-MG,1,0,0,79.7975,20.2025,0
Palmeiras,Ceará,1,0,0,81.7652,18.2348,0
Cruzeiro,Chapecoense,0,1,0,48.1529,51.8471,0
Paraná,Flamengo,0,1,0,0,54.8911,45.1089
Internacional,Santos,1,0,0,68.878,31.122,0
Vitória,São Paulo,0,1,0,48.1529,51.8471,0
Vasco,Internacional,1,0,0,73.7933,26.2067,0
Santos,Fluminense,1,0,0,68.878,31.122,0
Grêmio,Sport,1,0,0,85.6514,14.3486,0
Chapecoense,América-MG,1,0,0,85.6514,14.3486,0
Flamengo,Palmeiras,1,0,0,61.3107,38.6893,0
Corinthians,Bahia,1,0,0,79.7975,20.2025,0
Cruzeiro,Paraná,1,0,0,84.598,15.402,0
Atlético-PR,Botafogo,1,0,0,77.243,22.757,0
Ceará,Atlético-MG,1,0,0,81.7652,18.2348,0
São Paulo,Flamengo,0,1,0,0,75.6899,24.3101
Fluminense,Vasco,1,0,0,79.7975,20.2025,0
Atlético-MG,Grêmio,0,1,0,48.1529,51.8471,0
Paraná,Vitória,1,0,0,61.3107,38.6893,0
América-MG,Cruzeiro,0,1,0,48.1529,51.8471,0
Botafogo,Corinthians,1,0,0,81.7652,18.2348,0
Bahia,Chapecoense,0,1,0,0,64.507,35.493
Palmeiras,Santos,1,0,0,84.598,15.402,0
Internacional,Atlético-PR,1,0,0,61.3107,38.6893,0
Sport,Ceará,0,1,0,0,64.507,35.493
Corinthians,São Paulo,1,0,0,68.878,31.122,0
Atlético-PR,Cruzeiro,1,0,0,81.7652,18.2348,0
Botafogo,Flamengo,0,1,0,48.1529,51.8471,0
América-MG,Paraná,1,0,0,79.7975,20.2025,0
Atlético-MG,Palmeiras,0,1,0,0,64.507,35.493
Vitória,Bahia,1,0,0,73.7933,26.2067,0
Ceará,Internacional,1,0,0,81.7652,18.2348,0
Grêmio,Vasco,1,0,0,81.7652,18.2348,0
Fluminense,Sport,1,0,0,84.598,15.402,0
Santos,Chapecoense,1,0,0,68.878,31.122,0
Cruzeiro,Corinthians,1,0,0,77.243,22.757,0
Paraná,Atlético-MG,0,1,0,0,64.507,35.493
Chapecoense,Botafogo,1,0,0,77.243,22.757,0
Bahia,Ceará,0,1,0,0,59.9625,40.0375
Vasco,Atlético-PR,1,0,0,61.3107,38.6893,0
Flamengo,Santos,1,0,0,81.7652,18.2348,0
São Paulo,Grêmio,0,1,0,19.5801,80.4199,0
Sport,Vitória,1,0,0,77.243,22.757,0
Palmeiras,Fluminense,1,0,0,83.3275,16.6725,0
Internacional,América-MG,1,0,0,83.3275,16.6725,0
Atlético-MG,Bahia,1,0,0,83.3275,16.6725,0
Paraná,Palmeiras,0,1,0,0,53.53,46.47
América-MG,Santos,0,1,0,0,75.6899,24.3101
Vitória,Atlético-PR,0,1,0,0,64.507,35.493
Fluminense,Ceará,1,0,0,68.878,31.122,0
Botafogo,Internacional,1,0,0,77.243,22.757,0
São Paulo,Cruzeiro,1,0,0,73.7933,26.2067,0
Sport,Flamengo,0,1,0,0,59.9625,40.0375
Corinthians,Vasco,1,0,0,61.3107,38.6893,0
Grêmio,Chapecoense,1,0,0,77.243,22.757,0
Cruzeiro,Vitória,1,0,0,81.7652,18.2348,0
Atlético-PR,Corinthians,1,0,0,83.3275,16.6725,0
Chapecoense,Sport,1,0,0,84.598,15.402,0
Bahia,Fluminense,0,1,0,0,64.507,35.493
Vasco,São Paulo,1,0,0,77.243,22.757,0
Flamengo,Grêmio,1,0,0,77.243,22.757,0
Ceará,Paraná,1,0,0,87.9522,12.0478,0
Santos,Botafogo,1,0,0,73.7933,26.2067,0
Palmeiras,América-MG,1,0,0,88.5238,11.4762,0
Internacional,Atlético-MG,1,0,0,73.7933,26.2067,0
Cruzeiro,Flamengo,0,1,0,0,75.6899,24.3101
Atlético-PR,Ceará,1,0,0,68.878,31.122,0
América-MG,Bahia,1,0,0,73.7933,26.2067,0
Vitória,Grêmio,0,1,0,0,59.9625,40.0375
Vasco,Palmeiras,0,1,0,0,64.507,35.493
Botafogo,Paraná,1,0,0,86.5391,13.4609,0
