Paraná,Vasco,0,0,1,19.8168,0,80.1832
Sport,Internacional,0,0,1,48.0987,0,51.9013
Corinthians,Flamengo,1,0,0,66.8023,0,33.1977
Vitória,Santos,0,0,1,35.841,0,64.159
Atlético-PR,América-MG,0,0,1,44.8801,0,55.1199
Chapecoense,Atlético-MG,0,0,1,49.5396,0,50.4604
São Paulo,Palmeiras,1,0,0,97.3764,0,2.6236
Grêmio,Bahia,1,0,0,72.3564,0,27.6436
Fluminense,Paraná,0,0,1,19.3832,0,80.6168
Botafogo,Vasco,0,0,1,31.3285,0,68.6715
Cruzeiro,Ceará,0,0,1,46.1767,0,53.8233
Atlético-MG,América-MG,1,0,0,52.0079,0,47.9921
Flamengo,Fluminense,1,0,0,55.9521,0,44.0479
Santos,Corinthians,1,0,0,61.4444,0,38.5556
Bahia,Paraná,0,0,1,20.0822,0,79.9178
Chapecoense,Vitória,0,0,1,26.0177,0,73.9823
Vasco,Cruzeiro,0,0,1,41.1735,0,58.8265
Palmeiras,Grêmio,1,0,0,89.4699,10.5301,0
Internacional,São Paulo,1,0,0,96.6976,0,3.3024
Atlético-PR,Sport,0,0,1,35.0322,0,64.9678
Ceará,Botafogo,0,0,1,27.5906,0,72.4094
Botafogo,Bahia,0,0,1,33.7973,0,66.2027
São Paulo,Atlético-PR,1,0,0,67.4528,0,32.5472
Sport,Vasco,0,0,1,27.661,0,72.339
América-MG,Grêmio,1,0,0,69.6637,0,30.3363
Vitória,Corinthians,0,0,1,35.4211,0,64.5789
Fluminense,Atlético-MG,1,0,0,51.354,0,48.646
Palmeiras,Ceará,1,0,0,73.7735,0,26.2265
Cruzeiro,Chapecoense,0,0,1,41.757,0,58.243
Paraná,Flamengo,0,0,1,41.3536,0,58.6464
Internacional,Santos,1,0,0,81.0818,0,18.9182
Cruzeiro,Paraná,0,0,1,14.8998,0,85.1002
Atlético-PR,Botafogo,0,0,1,40.0956,0,59.9044
Chapecoense,América-MG,0,0,1,35.6726,0,64.3274
Vitória,São Paulo,0,0,1,45.8558,0,54.1442
Vasco,Internacional,1,0,0,56.3539,0,43.6461
Flamengo,Palmeiras,1,0,0,84.6883,0,15.3117
Ceará,Atlético-MG,1,0,0,53.0659,0,46.9341
Santos,Fluminense,0,0,1,48.8719,0,51.1281
Corinthians,Bahia,0,0,1,49.1585,0,50.8415
Grêmio,Sport,1,0,0,51.6259,0,48.3741
Atlético-MG,Grêmio,1,0,0,78.9869,0,21.0131
Paraná,Vitória,0,0,1,13.9141,0,86.0859
América-MG,Cruzeiro,0,0,1,47.287,0,52.713
Bahia,Chapecoense,0,0,1,35.8408,0,64.1592
Fluminense,Vasco,0,0,1,35.2553,0,64.7447
Botafogo,Corinthians,0,0,1,42.884,0,57.116
São Paulo,Flamengo,1,0,0,81.9523,0,18.0477
Sport,Ceará,0,0,1,22.8929,0,77.1071
Palmeiras,Santos,1,0,0,82.813,0,17.187
Internacional,Atlético-PR,1,0,0,67.9577,0,32.0423
Atlético-MG,Palmeiras,1,0,0,74.3858,0,25.6142
Atlético-PR,Cruzeiro,1,0,0,55.7175,0,44.2825
América-MG,Paraná,0,0,1,20.7617,0,79.2383
Vitória,Bahia,0,0,1,28.7574,0,71.2426
Fluminense,Sport,0,0,1,28.3203,0,71.6797
Botafogo,Flamengo,1,0,0,52.069,0,47.931
Ceará,Internacional,1,0,0,70.7324,0,29.2676
Santos,Chapecoense,0,0,1,46.227,0,53.773
Corinthians,São Paulo,1,0,0,75.3138,0,24.6862
Grêmio,Vasco,1,0,0,61.0184,0,38.9816
Cruzeiro,Corinthians,1,0,0,64.7772,0,35.2228
Paraná,Atlético-MG,0,0,1,38.9582,0,61.0418
Chapecoense,Botafogo,0,0,1,30.0305,0,69.9695
Bahia,Ceará,0,0,1,35.5812,0,64.4188
Vasco,Atlético-PR,0,0,1,41.4984,0,58.5016
Flamengo,Santos,1,0,0,69.6583,0,30.3417
São Paulo,Grêmio,1,0,0,91.7351,8.2649,0
Sport,Vitória,0,0,1,22.0125,0,77.9875
